"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"252","Middle Aged","No","Travel_Rarely","Low (< 400)","Research & Development","Very Far","High","Life Sciences","High","Female","High (70 - 89)","Moderate","Senior","Research Director","High","Single","High ( > 9000)","High ( > 20000)","High","No","Very High","Fair","Moderate","Low Stock Level","Very High ( > 20)","minimal Training","Good","Experts","Experts","Pending Promotion","Experienced"
"253","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Far","Moderate","Medical","Low","Male","Fairly High ( > 90","High","Associate","Healthcare Representative","Low","Married","Moderate (4000 - 8999)","Low (< 10000)","High","No","Very High","Fair","Moderate","Higher Stock Level","High (10 > 19)","minimal Training","Moderate","Junior","Junior","Just Promoted","Newly Appointed"
"254","Adult","No","Travel_Frequently","Low (< 400)","Sales","Close-by","High","Marketing","Moderate","Female","High (70 - 89)","Moderate","Juniors","Sales Representative","Moderate","Married","Low (< 4000)","Moderate (10000 - 19999)","High","No","Very High","Fair","High","Moderate Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Associate","Recently Promoted","Comfomrtable"
"255","Middle Aged","No","Travel_Rarely","High (800 - 1199)","Sales","Close-by","Moderate","Marketing","High","Female","Moderate (50 - 69)","Moderate","Associate","Sales Executive","Low","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Slightly High","Fair","High","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Junior","Just Promoted","Comfomrtable"
"256","Adult","Yes","Travel_Rarely","Moderate (400 - 799)","Research & Development","Far","Moderate","Medical","Low","Female","High (70 - 89)","Moderate","Associate","Healthcare Representative","High","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","No","Normal","Fair","High","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Experts","Senior","Just Promoted","Comfomrtable"
"257","Adult","Yes","Travel_Rarely","High (800 - 1199)","Sales","Close-by","Low","Life Sciences","Low","Female","Fairly High ( > 90","Moderate","Associate","Sales Executive","High","Single","Moderate (4000 - 8999)","Moderate (10000 - 19999)","High","Yes","Normal","Fair","Low","Low Stock Level","Moderate (5 - 9)","minimal Training","Moderate","Senior","Associate","Just Promoted","Comfomrtable"
"258","Adult","No","Travel_Rarely","Very High ( > 1200","Sales","Far","High","Life Sciences","Moderate","Male","Fairly High ( > 90","Moderate","Associate","Sales Executive","Low","Married","Moderate (4000 - 8999)","High ( > 20000)","Moderate","Yes","Slightly High","Fair","High","Higher Stock Level","High (10 > 19)","minimal Training","Good","Senior","Senior","Recently Promoted","Experienced"
"259","Young","No","Travel_Rarely","Low (< 400)","Sales","Far","Low","Marketing","High","Female","Low (< 50)","Low","Associate","Sales Executive","Low","Divorced","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","Yes","Slightly High","Fair","Low","Higher Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Senior","Recently Promoted","Experienced"
"260","Middle Aged","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","Moderate","Technical Degree","Moderate","Female","Moderate (50 - 69)","Moderate","Associate","Manufacturing Director","Moderate","Married","High ( > 9000)","Moderate (10000 - 19999)","High","No","Normal","Fair","Moderate","Moderate Stock Level","Very High ( > 20)","minimal Training","Good","Experts","Senior","Just Promoted","Experienced"
"261","Young","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Close-by","Low","Medical","Low","Male","Low (< 50)","Moderate","Juniors","Laboratory Technician","Low","Married","Low (< 4000)","Moderate (10000 - 19999)","High","No","Normal","Fair","High","Moderate Stock Level","Moderate (5 - 9)","Intensive Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"262","Adult","No","Travel_Rarely","High (800 - 1199)","Research & Development","Close-by","Low","Life Sciences","High","Male","Moderate (50 - 69)","Low","Associate","Laboratory Technician","High","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Low","Yes","Normal","Fair","Moderate","Higher Stock Level","High (10 > 19)","minimal Training","Moderate","Experts","Experts","Pending Promotion","Newly Appointed"
"263","Young","No","Travel_Frequently","Moderate (400 - 799)","Sales","Close-by","Low","Life Sciences","Low","Male","Low (< 50)","Moderate","Associate","Sales Executive","High","Single","Moderate (4000 - 8999)","High ( > 20000)","Low","No","Very High","Fair","Low","Low Stock Level","High (10 > 19)","Intensive Training","Moderate","Experts","Senior","Just Promoted","Experienced"
"264","Adult","No","Travel_Rarely","Low (< 400)","Research & Development","Far","High","Medical","Low","Male","Low (< 50)","Moderate","Associate","Research Director","Moderate","Single","High ( > 9000)","High ( > 20000)","Moderate","No","Slightly High","Fair","Low","Low Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Junior","Just Promoted","Comfomrtable"
"265","Middle Aged","No","Travel_Rarely","Moderate (400 - 799)","Sales","Close-by","High","Life Sciences","High","Male","Moderate (50 - 69)","High","Senior","Manager","Low","Single","High ( > 9000)","Low (< 10000)","Low","No","Slightly High","Fair","Low","Low Stock Level","Very High ( > 20)","Intensive Training","Moderate","Experts","Junior","Just Promoted","Experienced"
"266","Adult","No","Non-Travel","Very High ( > 1200","Research & Development","Close-by","High","Life Sciences","High","Female","Moderate (50 - 69)","Moderate","Associate","Healthcare Representative","Low","Divorced","Moderate (4000 - 8999)","Low (< 10000)","Moderate","No","Normal","Fair","Low","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Junior","Junior","Just Promoted","Newly Appointed"
"267","Adult","No","Travel_Frequently","Moderate (400 - 799)","Research & Development","Far","High","Life Sciences","Low","Male","High (70 - 89)","Low","Associate","Manufacturing Director","Moderate","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","No","Normal","Fair","High","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Senior","Associate","Pending Promotion","Experienced"
"268","Adult","No","Travel_Frequently","High (800 - 1199)","Research & Development","Close-by","High","Life Sciences","Low","Male","High (70 - 89)","Low","Juniors","Research Scientist","High","Divorced","Low (< 4000)","Low (< 10000)","High","No","Normal","Fair","Low","Moderate Stock Level","High (10 > 19)","Intensive Training","Moderate","Senior","Associate","Just Promoted","Comfomrtable"
"269","Adult","No","Travel_Frequently","Moderate (400 - 799)","Research & Development","Far","Moderate","Technical Degree","High","Female","High (70 - 89)","Moderate","Associate","Laboratory Technician","Moderate","Married","Moderate (4000 - 8999)","High ( > 20000)","Low","No","Normal","Fair","Low","Moderate Stock Level","High (10 > 19)","minimal Training","Good","Experts","Experts","Pending Promotion","Comfomrtable"
"270","Adult","No","Travel_Rarely","Low (< 400)","Research & Development","Close-by","High","Life Sciences","Moderate","Male","Low (< 50)","Moderate","Juniors","Research Scientist","High","Divorced","Low (< 4000)","Low (< 10000)","Low","Yes","Very High","Fair","Low","Moderate Stock Level","Just Started ( < 5)","minimal Training","Moderate","Junior","Junior","Recently Promoted","Comfomrtable"
"271","Adult","No","Travel_Rarely","Moderate (400 - 799)","Sales","Close-by","Low","Life Sciences","High","Female","Low (< 50)","Low","Associate","Sales Executive","High","Single","Moderate (4000 - 8999)","High ( > 20000)","High","No","Normal","Fair","Low","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"272","Young","No","Travel_Rarely","Very High ( > 1200","Research & Development","Close-by","Low","Life Sciences","High","Male","Low (< 50)","Low","Associate","Manufacturing Director","High","Married","Moderate (4000 - 8999)","Moderate (10000 - 19999)","High","No","Very High","High","Low","Higher Stock Level","Just Started ( < 5)","minimal Training","Moderate","Junior","Junior","Recently Promoted","Comfomrtable"
"273","Adult","No","Travel_Frequently","Moderate (400 - 799)","Sales","Far","Moderate","Marketing","Low","Female","High (70 - 89)","High","Associate","Sales Executive","Low","Married","Moderate (4000 - 8999)","Low (< 10000)","Moderate","No","Slightly High","Fair","High","Moderate Stock Level","High (10 > 19)","minimal Training","Moderate","Experts","Senior","Pending Promotion","Experienced"
"274","Adult","No","Travel_Rarely","Moderate (400 - 799)","Human Resources","Close-by","Moderate","Human Resources","Moderate","Male","Low (< 50)","High","Juniors","Human Resources","Moderate","Married","Low (< 4000)","Low (< 10000)","Low","No","Slightly High","Fair","High","Moderate Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Senior","Pending Promotion","Newly Appointed"
"275","Adult","No","Non-Travel","Very High ( > 1200","Research & Development","Close-by","Low","Technical Degree","Moderate","Male","High (70 - 89)","High","Juniors","Laboratory Technician","Moderate","Single","Low (< 4000)","High ( > 20000)","Low","No","Slightly High","Fair","Low","Low Stock Level","Moderate (5 - 9)","minimal Training","Moderate","Senior","Senior","Recently Promoted","Comfomrtable"
"276","Middle Aged","No","Non-Travel","Very High ( > 1200","Research & Development","Close-by","High","Medical","Low","Male","Low (< 50)","High","Senior","Manager","High","Single","High ( > 9000)","Moderate (10000 - 19999)","Moderate","No","Very High","High","Moderate","Low Stock Level","Very High ( > 20)","Intensive Training","Moderate","Senior","Associate","Recently Promoted","Newly Appointed"
"277","Young","Yes","Travel_Rarely","High (800 - 1199)","Research & Development","Far","Low","Medical","Moderate","Male","High (70 - 89)","Low","Juniors","Research Scientist","High","Single","Low (< 4000)","Moderate (10000 - 19999)","Low","Yes","Slightly High","Fair","Moderate","Low Stock Level","Just Started ( < 5)","Intensive Training","Moderate","Senior","Associate","Just Promoted","Newly Appointed"
"278","Young","Yes","Travel_Frequently","Very High ( > 1200","Human Resources","Very Far","Moderate","Human Resources","Low","Female","Moderate (50 - 69)","Low","Juniors","Human Resources","Low","Married","Low (< 4000)","Moderate (10000 - 19999)","Low","No","Normal","Fair","Low","Low Stock Level","Just Started ( < 5)","minimal Training","Good","Junior","Junior","Just Promoted","Newly Appointed"
"279","Adult","No","Travel_Rarely","Low (< 400)","Sales","Far","Moderate","Technical Degree","Low","Female","High (70 - 89)","Low","Associate","Sales Executive","Low","Divorced","Moderate (4000 - 8999)","Moderate (10000 - 19999)","High","No","Normal","Fair","Low","Moderate Stock Level","Moderate (5 - 9)","minimal Training","Good","Senior","Junior","Recently Promoted","Comfomrtable"
"280","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Close-by","Moderate","Medical","Low","Male","Low (< 50)","Low","Juniors","Research Scientist","Moderate","Single","Low (< 4000)","High ( > 20000)","Low","No","Very High","Fair","Low","Low Stock Level","Moderate (5 - 9)","Intensive Training","Good","Senior","Associate","Just Promoted","Comfomrtable"
"281","Adult","No","Non-Travel","Low (< 400)","Research & Development","Far","High","Life Sciences","Low","Male","High (70 - 89)","Moderate","Associate","Manufacturing Director","High","Single","Moderate (4000 - 8999)","High ( > 20000)","Moderate","No","Very High","High","Low","Low Stock Level","High (10 > 19)","minimal Training","Good","Experts","Experts","Just Promoted","Experienced"
"282","Adult","No","Travel_Rarely","Low (< 400)","Research & Development","Far","Moderate","Life Sciences","Moderate","Male","Moderate (50 - 69)","High","Associate","Healthcare Representative","Moderate","Married","Moderate (4000 - 8999)","Low (< 10000)","Moderate","No","Slightly High","Fair","Moderate","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Junior","Recently Promoted","Experienced"
"283","Young","No","Travel_Rarely","Very High ( > 1200","Research & Development","Very Far","Moderate","Life Sciences","Low","Female","Fairly High ( > 90","Moderate","Juniors","Research Scientist","High","Divorced","Low (< 4000)","Low (< 10000)","Low","No","Very High","High","Low","Higher Stock Level","Just Started ( < 5)","Intensive Training","Moderate","Junior","Junior","Just Promoted","Comfomrtable"
"284","Adult","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Very Far","High","Medical","Moderate","Female","Moderate (50 - 69)","Moderate","Associate","Healthcare Representative","Moderate","Divorced","High ( > 9000)","Low (< 10000)","Low","Yes","Normal","Fair","Moderate","Moderate Stock Level","High (10 > 19)","Intensive Training","Moderate","Experts","Experts","Pending Promotion","Newly Appointed"
"285","Adult","No","Non-Travel","Moderate (400 - 799)","Sales","Close-by","High","Life Sciences","High","Female","Moderate (50 - 69)","Moderate","Associate","Sales Executive","Moderate","Divorced","High ( > 9000)","Low (< 10000)","Low","Yes","Very High","Fair","Low","Moderate Stock Level","High (10 > 19)","Intensive Training","Moderate","Experts","Experts","Pending Promotion","Experienced"
"286","Adult","No","Travel_Rarely","Very High ( > 1200","Research & Development","Far","High","Medical","High","Male","Low (< 50)","Moderate","Juniors","Laboratory Technician","Moderate","Married","Low (< 4000)","High ( > 20000)","High","Yes","Normal","Fair","Moderate","Moderate Stock Level","Moderate (5 - 9)","Intensive Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
"287","Adult","No","Travel_Rarely","Moderate (400 - 799)","Sales","Far","High","Marketing","High","Male","High (70 - 89)","High","Associate","Sales Executive","Moderate","Divorced","Moderate (4000 - 8999)","High ( > 20000)","Low","Yes","Slightly High","Fair","High","Higher Stock Level","High (10 > 19)","Intensive Training","Good","Senior","Experts","Just Promoted","Experienced"
"288","Old","No","Travel_Rarely","Moderate (400 - 799)","Research & Development","Far","Moderate","Life Sciences","Moderate","Female","Moderate (50 - 69)","Moderate","Juniors","Research Scientist","Low","Divorced","Moderate (4000 - 8999)","Moderate (10000 - 19999)","Moderate","Yes","Very High","Fair","Moderate","Moderate Stock Level","High (10 > 19)","Intensive Training","Good","Junior","Junior","Recently Promoted","Comfomrtable"
